esm,scenario,center_year,crop,irrigation,rows,rho|wet_logit|rx1_given_rx5_logit
GFDL-ESM4,ssp126,2042,mai,firr,686,-0.282435563565624
GFDL-ESM4,ssp126,2042,mai,noirr,686,-0.274288475384148
GFDL-ESM4,ssp126,2042,ri1,firr,686,-0.330551253702503
GFDL-ESM4,ssp126,2042,ri1,noirr,686,-0.330551253702503
GFDL-ESM4,ssp126,2042,ri2,firr,408,-0.397826380507243
GFDL-ESM4,ssp126,2042,ri2,noirr,408,-0.397826380507243
GFDL-ESM4,ssp126,2042,soy,firr,686,-0.403924890228914
GFDL-ESM4,ssp126,2042,soy,noirr,686,-0.356859768936261
GFDL-ESM4,ssp126,2042,swh,firr,686,-0.395474027167675
GFDL-ESM4,ssp126,2042,swh,noirr,686,-0.392629827837116
GFDL-ESM4,ssp126,2042,wwh,firr,686,-0.702411806604271
GFDL-ESM4,ssp126,2042,wwh,noirr,686,-0.663117985077803
GFDL-ESM4,ssp126,2043,mai,firr,686,-0.272724716342515
GFDL-ESM4,ssp126,2043,mai,noirr,686,-0.266003518597579
GFDL-ESM4,ssp126,2043,ri1,firr,686,-0.322736868047237
GFDL-ESM4,ssp126,2043,ri1,noirr,686,-0.322736868047237
GFDL-ESM4,ssp126,2043,ri2,firr,408,-0.407652310193545
GFDL-ESM4,ssp126,2043,ri2,noirr,408,-0.407652310193545
GFDL-ESM4,ssp126,2043,soy,firr,686,-0.388104748357149
GFDL-ESM4,ssp126,2043,soy,noirr,686,-0.343603769636383
GFDL-ESM4,ssp126,2043,swh,firr,686,-0.407047062073484
GFDL-ESM4,ssp126,2043,swh,noirr,686,-0.412743261001775
GFDL-ESM4,ssp126,2043,wwh,firr,686,-0.705544914492717
GFDL-ESM4,ssp126,2043,wwh,noirr,686,-0.667269668701531
GFDL-ESM4,ssp126,2044,mai,firr,686,-0.254000960753052
GFDL-ESM4,ssp126,2044,mai,noirr,686,-0.249800421610241
GFDL-ESM4,ssp126,2044,ri1,firr,686,-0.292509398024144
GFDL-ESM4,ssp126,2044,ri1,noirr,686,-0.292509398024144
GFDL-ESM4,ssp126,2044,ri2,firr,408,-0.391234032197403
GFDL-ESM4,ssp126,2044,ri2,noirr,408,-0.391234032197403
GFDL-ESM4,ssp126,2044,soy,firr,686,-0.361720387564198
GFDL-ESM4,ssp126,2044,soy,noirr,686,-0.315328987310095
GFDL-ESM4,ssp126,2044,swh,firr,686,-0.393021822917348
GFDL-ESM4,ssp126,2044,swh,noirr,686,-0.392077681239268
GFDL-ESM4,ssp126,2044,wwh,firr,686,-0.698467211890264
GFDL-ESM4,ssp126,2044,wwh,noirr,686,-0.667115673511203
GFDL-ESM4,ssp126,2045,mai,firr,686,-0.25909525173544
GFDL-ESM4,ssp126,2045,mai,noirr,686,-0.252224795243406
GFDL-ESM4,ssp126,2045,ri1,firr,686,-0.303641505655359
GFDL-ESM4,ssp126,2045,ri1,noirr,686,-0.303641505655359
GFDL-ESM4,ssp126,2045,ri2,firr,408,-0.365759685739818
GFDL-ESM4,ssp126,2045,ri2,noirr,408,-0.365759685739818
GFDL-ESM4,ssp126,2045,soy,firr,686,-0.362474583401614
GFDL-ESM4,ssp126,2045,soy,noirr,686,-0.319764790635628
GFDL-ESM4,ssp126,2045,swh,firr,686,-0.392690053308753
GFDL-ESM4,ssp126,2045,swh,noirr,686,-0.393677975222337
GFDL-ESM4,ssp126,2045,wwh,firr,686,-0.695385006200121
GFDL-ESM4,ssp126,2045,wwh,noirr,686,-0.65730215926754
GFDL-ESM4,ssp126,2046,mai,firr,686,-0.232640525821977
GFDL-ESM4,ssp126,2046,mai,noirr,686,-0.226342810165012
GFDL-ESM4,ssp126,2046,ri1,firr,686,-0.308586495457778
GFDL-ESM4,ssp126,2046,ri1,noirr,686,-0.308586495457778
GFDL-ESM4,ssp126,2046,ri2,firr,408,-0.334895761118141
GFDL-ESM4,ssp126,2046,ri2,noirr,408,-0.334895761118141
GFDL-ESM4,ssp126,2046,soy,firr,686,-0.364009061965051
GFDL-ESM4,ssp126,2046,soy,noirr,686,-0.316893667747775
GFDL-ESM4,ssp126,2046,swh,firr,686,-0.367484101982664
GFDL-ESM4,ssp126,2046,swh,noirr,686,-0.370351593254785
GFDL-ESM4,ssp126,2046,wwh,firr,686,-0.684974364818456
GFDL-ESM4,ssp126,2046,wwh,noirr,686,-0.64252913698817
GFDL-ESM4,ssp126,2047,mai,firr,686,-0.276907083175675
GFDL-ESM4,ssp126,2047,mai,noirr,686,-0.272387462807847
GFDL-ESM4,ssp126,2047,ri1,firr,686,-0.364328157439932
GFDL-ESM4,ssp126,2047,ri1,noirr,686,-0.364328157439932
GFDL-ESM4,ssp126,2047,ri2,firr,408,-0.313890387537652
GFDL-ESM4,ssp126,2047,ri2,noirr,408,-0.313890387537652
GFDL-ESM4,ssp126,2047,soy,firr,686,-0.403887511075583
GFDL-ESM4,ssp126,2047,soy,noirr,686,-0.354828671874242
GFDL-ESM4,ssp126,2047,swh,firr,686,-0.395524718283081
GFDL-ESM4,ssp126,2047,swh,noirr,686,-0.390211002936774
GFDL-ESM4,ssp126,2047,wwh,firr,686,-0.68292853371752
GFDL-ESM4,ssp126,2047,wwh,noirr,686,-0.632130405025258
GFDL-ESM4,ssp126,2048,mai,firr,686,-0.251678715837869
GFDL-ESM4,ssp126,2048,mai,noirr,686,-0.248058611862924
GFDL-ESM4,ssp126,2048,ri1,firr,686,-0.341829879489913
GFDL-ESM4,ssp126,2048,ri1,noirr,686,-0.341829879489913
GFDL-ESM4,ssp126,2048,ri2,firr,408,-0.27758098541947
GFDL-ESM4,ssp126,2048,ri2,noirr,408,-0.27758098541947
GFDL-ESM4,ssp126,2048,soy,firr,686,-0.390523667867732
GFDL-ESM4,ssp126,2048,soy,noirr,686,-0.336801954953497
GFDL-ESM4,ssp126,2048,swh,firr,686,-0.378265183116155
GFDL-ESM4,ssp126,2048,swh,noirr,686,-0.353398125810855
GFDL-ESM4,ssp126,2048,wwh,firr,686,-0.677087526742142
GFDL-ESM4,ssp126,2048,wwh,noirr,686,-0.603686335703587
GFDL-ESM4,ssp126,2049,mai,firr,686,-0.252090682834807
GFDL-ESM4,ssp126,2049,mai,noirr,686,-0.246403040122576
GFDL-ESM4,ssp126,2049,ri1,firr,686,-0.336420179296888
GFDL-ESM4,ssp126,2049,ri1,noirr,686,-0.336420179296888
GFDL-ESM4,ssp126,2049,ri2,firr,408,-0.224594988570685
GFDL-ESM4,ssp126,2049,ri2,noirr,408,-0.224594988570685
GFDL-ESM4,ssp126,2049,soy,firr,686,-0.415750895633456
GFDL-ESM4,ssp126,2049,soy,noirr,686,-0.346668104956085
GFDL-ESM4,ssp126,2049,swh,firr,686,-0.373947894111928
GFDL-ESM4,ssp126,2049,swh,noirr,686,-0.331991717855217
GFDL-ESM4,ssp126,2049,wwh,firr,686,-0.680061520685074
GFDL-ESM4,ssp126,2049,wwh,noirr,686,-0.598873382190926
GFDL-ESM4,ssp370,2042,mai,firr,686,-0.210869611136317
GFDL-ESM4,ssp370,2042,mai,noirr,686,-0.203771177876286
GFDL-ESM4,ssp370,2042,ri1,firr,686,-0.354990492039295
GFDL-ESM4,ssp370,2042,ri1,noirr,686,-0.354990492039295
GFDL-ESM4,ssp370,2042,ri2,firr,408,-0.227362672962786
GFDL-ESM4,ssp370,2042,ri2,noirr,408,-0.227362672962786
GFDL-ESM4,ssp370,2042,soy,firr,686,-0.296089220747026
GFDL-ESM4,ssp370,2042,soy,noirr,686,-0.250746292402194
GFDL-ESM4,ssp370,2042,swh,firr,686,-0.313026392622066
GFDL-ESM4,ssp370,2042,swh,noirr,686,-0.346030205508983
GFDL-ESM4,ssp370,2042,wwh,firr,686,-0.656796301406124
GFDL-ESM4,ssp370,2042,wwh,noirr,686,-0.597715955213249
GFDL-ESM4,ssp370,2043,mai,firr,686,-0.186904997125075
GFDL-ESM4,ssp370,2043,mai,noirr,686,-0.179147727752697
GFDL-ESM4,ssp370,2043,ri1,firr,686,-0.335924485034387
GFDL-ESM4,ssp370,2043,ri1,noirr,686,-0.335924485034387
GFDL-ESM4,ssp370,2043,ri2,firr,408,-0.21320547559948
GFDL-ESM4,ssp370,2043,ri2,noirr,408,-0.21320547559948
GFDL-ESM4,ssp370,2043,soy,firr,686,-0.280141507450964
GFDL-ESM4,ssp370,2043,soy,noirr,686,-0.229416025106725
GFDL-ESM4,ssp370,2043,swh,firr,686,-0.306176948471708
GFDL-ESM4,ssp370,2043,swh,noirr,686,-0.322757339913477
GFDL-ESM4,ssp370,2043,wwh,firr,686,-0.652365611346747
GFDL-ESM4,ssp370,2043,wwh,noirr,686,-0.58518084162765
GFDL-ESM4,ssp370,2044,mai,firr,686,-0.187049033171437
GFDL-ESM4,ssp370,2044,mai,noirr,686,-0.180365018250883
GFDL-ESM4,ssp370,2044,ri1,firr,686,-0.33955321459299
GFDL-ESM4,ssp370,2044,ri1,noirr,686,-0.33955321459299
GFDL-ESM4,ssp370,2044,ri2,firr,408,-0.209120635876141
GFDL-ESM4,ssp370,2044,ri2,noirr,408,-0.209120635876141
GFDL-ESM4,ssp370,2044,soy,firr,686,-0.291415852720777
GFDL-ESM4,ssp370,2044,soy,noirr,686,-0.252886323084638
GFDL-ESM4,ssp370,2044,swh,firr,686,-0.310382765594736
GFDL-ESM4,ssp370,2044,swh,noirr,686,-0.330750492826923
GFDL-ESM4,ssp370,2044,wwh,firr,686,-0.649397895537392
GFDL-ESM4,ssp370,2044,wwh,noirr,686,-0.584852138693248
GFDL-ESM4,ssp370,2045,mai,firr,686,-0.195265996207511
GFDL-ESM4,ssp370,2045,mai,noirr,686,-0.187170187776848
GFDL-ESM4,ssp370,2045,ri1,firr,686,-0.360656690453461
GFDL-ESM4,ssp370,2045,ri1,noirr,686,-0.360656690453461
GFDL-ESM4,ssp370,2045,ri2,firr,408,-0.196451604625254
GFDL-ESM4,ssp370,2045,ri2,noirr,408,-0.196451604625254
GFDL-ESM4,ssp370,2045,soy,firr,686,-0.298233518948722
GFDL-ESM4,ssp370,2045,soy,noirr,686,-0.270132434288407
GFDL-ESM4,ssp370,2045,swh,firr,686,-0.317612734215462
GFDL-ESM4,ssp370,2045,swh,noirr,686,-0.335600401969099
GFDL-ESM4,ssp370,2045,wwh,firr,686,-0.649667573963945
GFDL-ESM4,ssp370,2045,wwh,noirr,686,-0.581022094574944
GFDL-ESM4,ssp370,2046,mai,firr,686,-0.236981799647457
GFDL-ESM4,ssp370,2046,mai,noirr,686,-0.230349225794044
GFDL-ESM4,ssp370,2046,ri1,firr,686,-0.363091704755571
GFDL-ESM4,ssp370,2046,ri1,noirr,686,-0.363091704755571
GFDL-ESM4,ssp370,2046,ri2,firr,408,-0.208925838460153
GFDL-ESM4,ssp370,2046,ri2,noirr,408,-0.208925838460153
GFDL-ESM4,ssp370,2046,soy,firr,686,-0.31481087911
GFDL-ESM4,ssp370,2046,soy,noirr,686,-0.293100093067277
GFDL-ESM4,ssp370,2046,swh,firr,686,-0.374646443289811
GFDL-ESM4,ssp370,2046,swh,noirr,686,-0.3789871982667
GFDL-ESM4,ssp370,2046,wwh,firr,686,-0.642589163504038
GFDL-ESM4,ssp370,2046,wwh,noirr,686,-0.57419510221547
GFDL-ESM4,ssp370,2047,mai,firr,686,-0.24211365491518
GFDL-ESM4,ssp370,2047,mai,noirr,686,-0.235028707729016
GFDL-ESM4,ssp370,2047,ri1,firr,686,-0.372016477609719
GFDL-ESM4,ssp370,2047,ri1,noirr,686,-0.372016477609719
GFDL-ESM4,ssp370,2047,ri2,firr,408,-0.226532216130655
GFDL-ESM4,ssp370,2047,ri2,noirr,408,-0.226532216130655
GFDL-ESM4,ssp370,2047,soy,firr,686,-0.320273183008872
GFDL-ESM4,ssp370,2047,soy,noirr,686,-0.296365830411686
GFDL-ESM4,ssp370,2047,swh,firr,686,-0.379063618604172
GFDL-ESM4,ssp370,2047,swh,noirr,686,-0.38557465120082
GFDL-ESM4,ssp370,2047,wwh,firr,686,-0.652252820440284
GFDL-ESM4,ssp370,2047,wwh,noirr,686,-0.586237386784964
GFDL-ESM4,ssp370,2048,mai,firr,686,-0.256716723437927
GFDL-ESM4,ssp370,2048,mai,noirr,686,-0.249947344261066
GFDL-ESM4,ssp370,2048,ri1,firr,686,-0.38397892836529
GFDL-ESM4,ssp370,2048,ri1,noirr,686,-0.38397892836529
GFDL-ESM4,ssp370,2048,ri2,firr,408,-0.235371553264905
GFDL-ESM4,ssp370,2048,ri2,noirr,408,-0.235371553264905
GFDL-ESM4,ssp370,2048,soy,firr,686,-0.3364512749994
GFDL-ESM4,ssp370,2048,soy,noirr,686,-0.316382352247272
GFDL-ESM4,ssp370,2048,swh,firr,686,-0.400846206018128
GFDL-ESM4,ssp370,2048,swh,noirr,686,-0.408355670696451
GFDL-ESM4,ssp370,2048,wwh,firr,686,-0.655294170955454
GFDL-ESM4,ssp370,2048,wwh,noirr,686,-0.590487808690419
GFDL-ESM4,ssp370,2049,mai,firr,686,-0.267262338501167
GFDL-ESM4,ssp370,2049,mai,noirr,686,-0.262810646530931
GFDL-ESM4,ssp370,2049,ri1,firr,686,-0.391262520584457
GFDL-ESM4,ssp370,2049,ri1,noirr,686,-0.391262520584457
GFDL-ESM4,ssp370,2049,ri2,firr,408,-0.245136107880694
GFDL-ESM4,ssp370,2049,ri2,noirr,408,-0.245136107880694
GFDL-ESM4,ssp370,2049,soy,firr,686,-0.349700867527827
GFDL-ESM4,ssp370,2049,soy,noirr,686,-0.320232255673823
GFDL-ESM4,ssp370,2049,swh,firr,686,-0.404243997261847
GFDL-ESM4,ssp370,2049,swh,noirr,686,-0.417617008726943
GFDL-ESM4,ssp370,2049,wwh,firr,686,-0.627969585869554
GFDL-ESM4,ssp370,2049,wwh,noirr,686,-0.577374726931306
GFDL-ESM4,ssp585,2042,mai,firr,686,-0.00496365799001069
GFDL-ESM4,ssp585,2042,mai,noirr,686,-0.0071930926223357
GFDL-ESM4,ssp585,2042,ri1,firr,686,-0.247033567569326
GFDL-ESM4,ssp585,2042,ri1,noirr,686,-0.247033567569326
GFDL-ESM4,ssp585,2042,ri2,firr,408,-0.154878888258555
GFDL-ESM4,ssp585,2042,ri2,noirr,408,-0.154878888258555
GFDL-ESM4,ssp585,2042,soy,firr,686,-0.233160036069795
GFDL-ESM4,ssp585,2042,soy,noirr,686,-0.107205609611158
GFDL-ESM4,ssp585,2042,swh,firr,686,-0.289044786180755
GFDL-ESM4,ssp585,2042,swh,noirr,686,-0.256956833398057
GFDL-ESM4,ssp585,2042,wwh,firr,686,-0.55622890064699
GFDL-ESM4,ssp585,2042,wwh,noirr,686,-0.536685557060964
GFDL-ESM4,ssp585,2043,mai,firr,686,-0.0254292431891884
GFDL-ESM4,ssp585,2043,mai,noirr,686,-0.0278917430009685
GFDL-ESM4,ssp585,2043,ri1,firr,686,-0.268829055414274
GFDL-ESM4,ssp585,2043,ri1,noirr,686,-0.268829055414274
GFDL-ESM4,ssp585,2043,ri2,firr,408,-0.187876867880698
GFDL-ESM4,ssp585,2043,ri2,noirr,408,-0.187876867880698
GFDL-ESM4,ssp585,2043,soy,firr,686,-0.258552904697836
GFDL-ESM4,ssp585,2043,soy,noirr,686,-0.131960853726063
GFDL-ESM4,ssp585,2043,swh,firr,686,-0.314919433348683
GFDL-ESM4,ssp585,2043,swh,noirr,686,-0.277868714246599
GFDL-ESM4,ssp585,2043,wwh,firr,686,-0.551699843154938
GFDL-ESM4,ssp585,2043,wwh,noirr,686,-0.53670084724514
GFDL-ESM4,ssp585,2044,mai,firr,686,-0.055496515869675
GFDL-ESM4,ssp585,2044,mai,noirr,686,-0.056312725902184
GFDL-ESM4,ssp585,2044,ri1,firr,686,-0.292053039317709
GFDL-ESM4,ssp585,2044,ri1,noirr,686,-0.292053039317709
GFDL-ESM4,ssp585,2044,ri2,firr,408,-0.289976201596754
GFDL-ESM4,ssp585,2044,ri2,noirr,408,-0.289976201596754
GFDL-ESM4,ssp585,2044,soy,firr,686,-0.28474321211694
GFDL-ESM4,ssp585,2044,soy,noirr,686,-0.144829938137734
GFDL-ESM4,ssp585,2044,swh,firr,686,-0.328388934257856
GFDL-ESM4,ssp585,2044,swh,noirr,686,-0.300541372298246
GFDL-ESM4,ssp585,2044,wwh,firr,686,-0.563733869544671
GFDL-ESM4,ssp585,2044,wwh,noirr,686,-0.548397998512367
GFDL-ESM4,ssp585,2045,mai,firr,686,-0.0569974130498399
GFDL-ESM4,ssp585,2045,mai,noirr,686,-0.0572339527919482
GFDL-ESM4,ssp585,2045,ri1,firr,686,-0.304272322283371
GFDL-ESM4,ssp585,2045,ri1,noirr,686,-0.304272322283371
GFDL-ESM4,ssp585,2045,ri2,firr,408,-0.312109497387021
GFDL-ESM4,ssp585,2045,ri2,noirr,408,-0.312109497387021
GFDL-ESM4,ssp585,2045,soy,firr,686,-0.270164368662549
GFDL-ESM4,ssp585,2045,soy,noirr,686,-0.140895518959441
GFDL-ESM4,ssp585,2045,swh,firr,686,-0.326499336976623
GFDL-ESM4,ssp585,2045,swh,noirr,686,-0.309873671711204
GFDL-ESM4,ssp585,2045,wwh,firr,686,-0.571152100433779
GFDL-ESM4,ssp585,2045,wwh,noirr,686,-0.55670822591047
GFDL-ESM4,ssp585,2046,mai,firr,686,-0.0826411095563885
GFDL-ESM4,ssp585,2046,mai,noirr,686,-0.0821419745854115
GFDL-ESM4,ssp585,2046,ri1,firr,686,-0.312012632809672
GFDL-ESM4,ssp585,2046,ri1,noirr,686,-0.312012632809672
GFDL-ESM4,ssp585,2046,ri2,firr,408,-0.314023557580745
GFDL-ESM4,ssp585,2046,ri2,noirr,408,-0.314023557580745
GFDL-ESM4,ssp585,2046,soy,firr,686,-0.293743509392196
GFDL-ESM4,ssp585,2046,soy,noirr,686,-0.168529429453986
GFDL-ESM4,ssp585,2046,swh,firr,686,-0.329980553448666
GFDL-ESM4,ssp585,2046,swh,noirr,686,-0.320879876236814
GFDL-ESM4,ssp585,2046,wwh,firr,686,-0.589574649820188
GFDL-ESM4,ssp585,2046,wwh,noirr,686,-0.559615272850754
GFDL-ESM4,ssp585,2047,mai,firr,686,-0.122515115649743
GFDL-ESM4,ssp585,2047,mai,noirr,686,-0.121621296622187
GFDL-ESM4,ssp585,2047,ri1,firr,686,-0.336832278094738
GFDL-ESM4,ssp585,2047,ri1,noirr,686,-0.336832278094738
GFDL-ESM4,ssp585,2047,ri2,firr,408,-0.315746138930749
GFDL-ESM4,ssp585,2047,ri2,noirr,408,-0.315746138930749
GFDL-ESM4,ssp585,2047,soy,firr,686,-0.326008555968769
GFDL-ESM4,ssp585,2047,soy,noirr,686,-0.214478713355432
GFDL-ESM4,ssp585,2047,swh,firr,686,-0.382438565204381
GFDL-ESM4,ssp585,2047,swh,noirr,686,-0.369087530843379
GFDL-ESM4,ssp585,2047,wwh,firr,686,-0.5823059968587
GFDL-ESM4,ssp585,2047,wwh,noirr,686,-0.560332963631916
GFDL-ESM4,ssp585,2048,mai,firr,686,-0.144346947126594
GFDL-ESM4,ssp585,2048,mai,noirr,686,-0.141213187059677
GFDL-ESM4,ssp585,2048,ri1,firr,686,-0.360777180660007
GFDL-ESM4,ssp585,2048,ri1,noirr,686,-0.360777180660007
GFDL-ESM4,ssp585,2048,ri2,firr,408,-0.377944144161001
GFDL-ESM4,ssp585,2048,ri2,noirr,408,-0.377944144161001
GFDL-ESM4,ssp585,2048,soy,firr,686,-0.345992108323961
GFDL-ESM4,ssp585,2048,soy,noirr,686,-0.239502595587943
GFDL-ESM4,ssp585,2048,swh,firr,686,-0.407513438776287
GFDL-ESM4,ssp585,2048,swh,noirr,686,-0.391898419132354
GFDL-ESM4,ssp585,2048,wwh,firr,686,-0.604650564156852
GFDL-ESM4,ssp585,2048,wwh,noirr,686,-0.584070160433065
GFDL-ESM4,ssp585,2049,mai,firr,686,-0.147368864371574
GFDL-ESM4,ssp585,2049,mai,noirr,686,-0.142814670446261
GFDL-ESM4,ssp585,2049,ri1,firr,686,-0.355254478348584
GFDL-ESM4,ssp585,2049,ri1,noirr,686,-0.355254478348584
GFDL-ESM4,ssp585,2049,ri2,firr,408,-0.381811588984082
GFDL-ESM4,ssp585,2049,ri2,noirr,408,-0.381811588984082
GFDL-ESM4,ssp585,2049,soy,firr,686,-0.351010052715363
GFDL-ESM4,ssp585,2049,soy,noirr,686,-0.23584404476417
GFDL-ESM4,ssp585,2049,swh,firr,686,-0.414562588921363
GFDL-ESM4,ssp585,2049,swh,noirr,686,-0.392885068946802
GFDL-ESM4,ssp585,2049,wwh,firr,686,-0.59666877772904
GFDL-ESM4,ssp585,2049,wwh,noirr,686,-0.585643758126639
IPSL-CM6A-LR,ssp126,2042,mai,firr,686,-0.362780435921668
IPSL-CM6A-LR,ssp126,2042,mai,noirr,686,-0.373786928122787
IPSL-CM6A-LR,ssp126,2042,ri1,firr,686,-0.377027179982745
IPSL-CM6A-LR,ssp126,2042,ri1,noirr,686,-0.377027179982745
IPSL-CM6A-LR,ssp126,2042,ri2,firr,408,-0.545741733753855
IPSL-CM6A-LR,ssp126,2042,ri2,noirr,408,-0.545741733753855
IPSL-CM6A-LR,ssp126,2042,soy,firr,686,-0.426743869148746
IPSL-CM6A-LR,ssp126,2042,soy,noirr,686,-0.360430056422135
IPSL-CM6A-LR,ssp126,2042,swh,firr,686,-0.497427318204654
IPSL-CM6A-LR,ssp126,2042,swh,noirr,686,-0.529273787922735
IPSL-CM6A-LR,ssp126,2042,wwh,firr,686,-0.596974264192376
IPSL-CM6A-LR,ssp126,2042,wwh,noirr,686,-0.610310408325492
IPSL-CM6A-LR,ssp126,2043,mai,firr,686,-0.365663010930816
IPSL-CM6A-LR,ssp126,2043,mai,noirr,686,-0.37494264206598
IPSL-CM6A-LR,ssp126,2043,ri1,firr,686,-0.381920356336692
IPSL-CM6A-LR,ssp126,2043,ri1,noirr,686,-0.381920356336692
IPSL-CM6A-LR,ssp126,2043,ri2,firr,408,-0.542609132607313
IPSL-CM6A-LR,ssp126,2043,ri2,noirr,408,-0.542609132607313
IPSL-CM6A-LR,ssp126,2043,soy,firr,686,-0.451318560168246
IPSL-CM6A-LR,ssp126,2043,soy,noirr,686,-0.37400431395614
IPSL-CM6A-LR,ssp126,2043,swh,firr,686,-0.499360501416993
IPSL-CM6A-LR,ssp126,2043,swh,noirr,686,-0.53641773053227
IPSL-CM6A-LR,ssp126,2043,wwh,firr,686,-0.609508643729984
IPSL-CM6A-LR,ssp126,2043,wwh,noirr,686,-0.618738287205639
IPSL-CM6A-LR,ssp126,2044,mai,firr,686,-0.387614369250349
IPSL-CM6A-LR,ssp126,2044,mai,noirr,686,-0.394332465620554
IPSL-CM6A-LR,ssp126,2044,ri1,firr,686,-0.409188752529593
IPSL-CM6A-LR,ssp126,2044,ri1,noirr,686,-0.409188752529593
IPSL-CM6A-LR,ssp126,2044,ri2,firr,408,-0.537622877412331
IPSL-CM6A-LR,ssp126,2044,ri2,noirr,408,-0.537622877412331
IPSL-CM6A-LR,ssp126,2044,soy,firr,686,-0.475908291460151
IPSL-CM6A-LR,ssp126,2044,soy,noirr,686,-0.400156116558733
IPSL-CM6A-LR,ssp126,2044,swh,firr,686,-0.506249960040723
IPSL-CM6A-LR,ssp126,2044,swh,noirr,686,-0.554502763756666
IPSL-CM6A-LR,ssp126,2044,wwh,firr,686,-0.607406271611805
IPSL-CM6A-LR,ssp126,2044,wwh,noirr,686,-0.620703511804893
IPSL-CM6A-LR,ssp126,2045,mai,firr,686,-0.412011448076949
IPSL-CM6A-LR,ssp126,2045,mai,noirr,686,-0.422041689765707
IPSL-CM6A-LR,ssp126,2045,ri1,firr,686,-0.42142728516179
IPSL-CM6A-LR,ssp126,2045,ri1,noirr,686,-0.42142728516179
IPSL-CM6A-LR,ssp126,2045,ri2,firr,408,-0.559858184086198
IPSL-CM6A-LR,ssp126,2045,ri2,noirr,408,-0.559858184086198
IPSL-CM6A-LR,ssp126,2045,soy,firr,686,-0.497789034464877
IPSL-CM6A-LR,ssp126,2045,soy,noirr,686,-0.421665865450564
IPSL-CM6A-LR,ssp126,2045,swh,firr,686,-0.524697524363403
IPSL-CM6A-LR,ssp126,2045,swh,noirr,686,-0.560589961544252
IPSL-CM6A-LR,ssp126,2045,wwh,firr,686,-0.644238698554602
IPSL-CM6A-LR,ssp126,2045,wwh,noirr,686,-0.653989794139588
IPSL-CM6A-LR,ssp126,2046,mai,firr,686,-0.411377547165875
IPSL-CM6A-LR,ssp126,2046,mai,noirr,686,-0.4209506388481
IPSL-CM6A-LR,ssp126,2046,ri1,firr,686,-0.435730790063776
IPSL-CM6A-LR,ssp126,2046,ri1,noirr,686,-0.435730790063776
IPSL-CM6A-LR,ssp126,2046,ri2,firr,408,-0.555461406005261
IPSL-CM6A-LR,ssp126,2046,ri2,noirr,408,-0.555461406005261
IPSL-CM6A-LR,ssp126,2046,soy,firr,686,-0.50631730562098
IPSL-CM6A-LR,ssp126,2046,soy,noirr,686,-0.423550345656835
IPSL-CM6A-LR,ssp126,2046,swh,firr,686,-0.526848164559791
IPSL-CM6A-LR,ssp126,2046,swh,noirr,686,-0.562707360669404
IPSL-CM6A-LR,ssp126,2046,wwh,firr,686,-0.658300564723397
IPSL-CM6A-LR,ssp126,2046,wwh,noirr,686,-0.668234442278381
IPSL-CM6A-LR,ssp126,2047,mai,firr,686,-0.417067074879066
IPSL-CM6A-LR,ssp126,2047,mai,noirr,686,-0.425181592959782
IPSL-CM6A-LR,ssp126,2047,ri1,firr,686,-0.449470340976573
IPSL-CM6A-LR,ssp126,2047,ri1,noirr,686,-0.449470340976573
IPSL-CM6A-LR,ssp126,2047,ri2,firr,408,-0.519074623947277
IPSL-CM6A-LR,ssp126,2047,ri2,noirr,408,-0.519074623947277
IPSL-CM6A-LR,ssp126,2047,soy,firr,686,-0.523996666794994
IPSL-CM6A-LR,ssp126,2047,soy,noirr,686,-0.445297226868456
IPSL-CM6A-LR,ssp126,2047,swh,firr,686,-0.529258578205165
IPSL-CM6A-LR,ssp126,2047,swh,noirr,686,-0.559275014469125
IPSL-CM6A-LR,ssp126,2047,wwh,firr,686,-0.646552526850374
IPSL-CM6A-LR,ssp126,2047,wwh,noirr,686,-0.666243016998757
IPSL-CM6A-LR,ssp126,2048,mai,firr,686,-0.432634433375689
IPSL-CM6A-LR,ssp126,2048,mai,noirr,686,-0.440612823694133
IPSL-CM6A-LR,ssp126,2048,ri1,firr,686,-0.465983930239013
IPSL-CM6A-LR,ssp126,2048,ri1,noirr,686,-0.465983930239013
IPSL-CM6A-LR,ssp126,2048,ri2,firr,408,-0.506845355953107
IPSL-CM6A-LR,ssp126,2048,ri2,noirr,408,-0.506845355953107
