"scenario","dr_label","prtp","eta","trial","scc_2020usd_per_tco2"
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,70,160.11378536036148
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,71,97.4310965641438
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,72,534.4008951224542
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,73,241.10599946283193
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,74,83.52645867585251
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,75,212.27608951139703
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,76,171.3691694787884
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,77,259.23061777875773
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,78,133.08139395596896
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,79,243.04912868673472
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,80,163.23547874403678
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,81,103.95749112455621
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,82,178.44988634392828
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,83,113.61278183767072
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,84,151.2041159017255
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,85,447.4067429700336
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,86,482.7606144956444
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,87,209.08061652863552
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,88,115.31618520335357
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,89,223.22135245812783
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,90,7.174560018079359
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,91,97.11129893005626
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,92,168.35713465320285
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,93,289.7717826959289
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,94,186.20229239702402
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,95,154.0523984695532
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,96,227.3179339674718
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,97,30.541933140987982
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,98,224.72328096906284
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,99,396.2592847706896
"feedback-residual-high","2.0%",0.0019745879362491614,1.244458999,100,89.4268038900734
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,1,111.6297067598524
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,2,156.4604755023235
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,3,50.61675040947925
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,4,63.60653618480835
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,5,153.3964418621863
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,6,94.08463710125345
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,7,30.994008334605837
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,8,285.57308303250886
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,9,53.435819011527
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,10,17.057239797589418
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,11,272.49251778709447
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,12,80.09571860661895
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,13,57.5580124510079
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,14,31.15403300445938
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,15,5.353420463961825
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,16,50.480937945671094
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,17,17.181048700297563
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,18,152.76173233882827
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,19,58.02368872929246
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,20,116.3330361085477
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,21,166.64164961762222
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,22,19.132753119710813
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,23,16.096467566992402
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,24,194.51978003050738
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,25,67.75434499843114
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,26,1.6964552508538329
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,27,77.41864370034413
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,28,52.31190178042759
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,29,101.89590772999163
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,30,30.952512013312557
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,31,30.972658240508768
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,32,89.1497997099407
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,33,57.53953334105547
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,34,31.023995739270052
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,35,95.4559947981315
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,36,33.47626200122674
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,37,90.78650330948486
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,38,185.60010833072803
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,39,64.25992790626853
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,40,88.55302910569725
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,41,98.4820157577985
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,42,82.51074053691778
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,43,50.37882179158177
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,44,356.02939653624327
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,45,42.9815719669614
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,46,20.262049696745553
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,47,59.648157331956845
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,48,63.815377136999636
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,49,37.92309782541921
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,50,68.63150825931528
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,51,73.60862426022193
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,52,124.40143211354886
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,53,45.262527165819904
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,54,0.7336571186500015
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,55,203.07645292308513
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,56,176.0829912473463
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,57,36.338787033114336
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,58,32.16104822053057
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,59,168.45332114350128
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,60,166.3714025906964
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,61,85.9103751546328
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,62,26.384375439651485
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,63,156.14998614993218
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,64,72.02726035338276
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,65,0.6984312005300415
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,66,38.86269902197553
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,67,90.08908020368581
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,68,803.6421544467939
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,69,41.95864032878302
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,70,74.62671668441337
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,71,42.21109649902693
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,72,164.83477870985294
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,73,110.76147125107107
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,74,28.243544261014755
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,75,79.62116348671437
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,76,47.73237390912112
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,77,82.3979989281158
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,78,54.3219627472113
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,79,94.61546991198853
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,80,63.70070798674172
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,81,34.99417405879957
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,82,61.564278996029685
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,83,38.45245041925758
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,84,49.978822210922516
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,85,221.38752683746824
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,86,213.92893735177452
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,87,84.65133972367033
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,88,42.82055437887557
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,89,77.6973132034056
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,90,-2.3194789482969838
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,91,34.9107242598586
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,92,58.140417537466995
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,93,153.61372129358153
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,94,84.8497355270613
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,95,74.41548624536918
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,96,105.34508738612274
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,97,6.659056182218608
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,98,80.85870370594898
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,99,159.69199249538858
"feedback-residual-high","3.0%",0.007732453194507549,1.567899391,100,30.264124909010125
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,1,389.0239384082465
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,2,895.4098637908935
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,3,483.8364448370509
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,4,308.16212763316776
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,5,1137.3209960518927
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,6,306.4402199564434
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,7,258.73982656941143
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,8,626.1146858923247
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,9,278.5974547310303
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,10,182.26233570538588
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,11,1673.0371107516762
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,12,514.2586658156782
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,13,376.15980853815097
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,14,318.35383554503966
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,15,139.34407893561342
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,16,320.3579554180516
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,17,162.33209930005566
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,18,516.5626957143335
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,19,401.88214008754085
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,20,410.0346781515064
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,21,549.6646662459134
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,22,139.65460262563647
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,23,360.9416990419345
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,24,981.3681629829161
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,25,488.7238787403503
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,26,84.16253499580972
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,27,283.32381263360946
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,28,404.87484174020227
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,29,482.33337801671235
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,30,193.95496701705903
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,31,258.13910513681157
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,32,221.59744117074254
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,33,234.90399173037463
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,34,460.4682531660587
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,35,490.3528138992102
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,36,149.05283034367378
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,37,349.5706992058691
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,38,567.3548579156153
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,39,194.11256042590534
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,40,449.89129443084795
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,41,748.5021290260481
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,42,539.0326591650319
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,43,315.70652377952604
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,44,1201.3728987266602
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,45,393.4078712657216
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,46,198.03488617696894
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,47,327.5674899155649
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,48,158.74456569957545
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,49,361.32827358499674
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,50,272.7792665119002
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,51,295.49577015543673
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,52,663.5155528870799
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,53,303.7665347832694
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,54,101.37648732718827
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,55,1017.5866231822042
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,56,599.8482384098609
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,57,327.468424315978
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,58,237.32654812557985
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,59,729.9750557769609
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,60,934.1701845859972
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,61,365.7278939051198
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,62,348.8637443849969
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,63,381.44170982114696
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,64,394.4300881085833
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,65,91.60095765137768
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,66,191.83483574936213
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,67,524.583300434406
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,68,1430.3992491232052
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,69,238.44287062122862
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,70,316.16814438874303
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,71,245.75818682251713
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,72,1189.8861024081802
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,73,500.4244485080891
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,74,265.25844213366247
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,75,505.88908190338736
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,76,453.97607714389136
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,77,711.7455509249057
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,78,229.47257557293125
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,79,527.7496898111214
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,80,381.956463705729
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,81,200.5544385185574
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,82,383.0226471290643
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,83,264.098449801242
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,84,298.2578250921117
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,85,767.714821562467
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,86,858.3862832796061
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,87,425.5511663933987
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,88,337.27321460280956
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,89,522.7336100438514
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,90,25.46854287947707
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,91,245.95672299374044
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,92,375.2452002530639
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,93,724.1298162226149
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,94,377.0985056390923
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,95,332.5027634778759
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,96,377.7305622596348
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,97,149.0139534826517
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,98,545.0886314159226
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,99,758.9959289858936
"feedback-resfire-half-gross","1.5%",9.150024589210659e-5,1.01601,100,224.61453891345923
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,1,165.11545475908875
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,2,314.8735079722528
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,3,92.22287106040781
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,4,104.73826366586252
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,5,391.7453805638008
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,6,152.0201281257329
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,7,54.89610962823561
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,8,404.0734230816359
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,9,98.96182534586674
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,10,35.17379285707081
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,11,614.9954523038988
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,12,165.37743841176032
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,13,107.62932622877747
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,14,70.60552975340471
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,15,17.052498061079554
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,16,88.20619213601145
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,17,44.09126175662525
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,18,269.12715181295454
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,19,94.98711381746891
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,20,186.0607766419
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,21,299.3980642615588
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,22,47.80862215262496
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,23,48.595427074310514
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,24,349.40483286024505
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,25,150.62856288112346
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,26,10.459317051975034
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,27,131.74953205179406
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,28,105.43635422569054
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,29,180.34645831098962
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,30,57.46781671147972
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,31,63.904584128373685
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,32,123.81424131805032
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,33,91.6074796462737
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,34,73.04358999034964
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,35,190.56151415937322
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,36,51.19992623175551
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,37,146.1644478877733
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,38,270.16443944726484
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,39,94.27878961652446
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,40,182.36322048081294
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,41,225.65238326001588
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,42,146.6366162941381
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,43,82.47719463067602
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,44,599.8973856132229
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,45,92.77271504432491
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,46,39.18106860928044
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,47,107.08860190215032
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,48,96.24282462923031
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,49,66.3566941495218
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,50,111.58187038271181
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,51,134.32131818775932
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,52,240.2026740244351
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,53,84.0069068180854
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,54,10.41002122688909
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,55,447.5243061638435
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,56,290.4214206727831
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,57,64.66174385034921
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,58,73.9379493567811
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,59,279.8391681188527
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,60,322.7174625964211
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,61,141.37167396658896
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,62,45.07338967394464
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,63,239.55752062621116
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,64,128.70566914345463
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,65,10.073180752900056
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,66,65.32964296975943
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,67,166.895681862262
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,68,1386.5644032682512
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,69,69.62285183393669
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,70,118.17159563951517
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,71,65.72226480410492
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,72,345.5337623303686
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,73,196.6869321661058
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,74,49.16207662500015
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,75,163.8330479274545
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,76,128.00568964084533
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,77,207.65283618403595
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,78,98.81743394419946
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,79,151.24861622371935
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,80,134.14823676141376
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,81,64.86854845486826
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,82,121.29739565937734
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,83,75.97833066613171
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,84,114.18562008299546
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,85,328.40348183800387
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,86,363.0134876695453
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,87,153.41735941984976
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,88,98.9271180783944
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,89,154.7519622861251
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,90,2.279285861357684
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,91,68.54619151237621
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,92,118.2263298935453
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,93,279.76497890689024
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,94,174.47705621076105
"feedback-resfire-half-gross","2.5%",0.004629467024013456,1.421158088,95,118.77341942293295
